"TIME","GEO","DEG_URB","LEVELS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2014","Latvia","Cities","Fair","Males","16 years or over","Percentage","34.0",""
"2014","Latvia","Cities","Fair","Females","16 years or over","Percentage","40.5",""
"2014","Latvia","Cities","Bad","Total","16 years or over","Percentage","12.6",""
"2014","Latvia","Cities","Bad","Males","16 years or over","Percentage","11.2",""
"2014","Latvia","Cities","Bad","Females","16 years or over","Percentage","13.7",""
"2014","Latvia","Cities","Very bad","Total","16 years or over","Percentage","3.6",""
"2014","Latvia","Cities","Very bad","Males","16 years or over","Percentage","2.1",""
"2014","Latvia","Cities","Very bad","Females","16 years or over","Percentage","4.7",""
"2014","Latvia","Cities","Bad or very bad","Total","16 years or over","Percentage","16.2",""
"2014","Latvia","Cities","Bad or very bad","Males","16 years or over","Percentage","13.3",""
"2014","Latvia","Cities","Bad or very bad","Females","16 years or over","Percentage","18.4",""
"2014","Latvia","Towns and suburbs","Very good","Total","16 years or over","Percentage","2.0",""
"2014","Latvia","Towns and suburbs","Very good","Males","16 years or over","Percentage","2.3",""
"2014","Latvia","Towns and suburbs","Very good","Females","16 years or over","Percentage","1.9",""
"2014","Latvia","Towns and suburbs","Good","Total","16 years or over","Percentage","49.3",""
"2014","Latvia","Towns and suburbs","Good","Males","16 years or over","Percentage","53.0",""
"2014","Latvia","Towns and suburbs","Good","Females","16 years or over","Percentage","46.4",""
"2014","Latvia","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","51.3",""
"2014","Latvia","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","55.3",""
"2014","Latvia","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","48.2",""
"2014","Latvia","Towns and suburbs","Fair","Total","16 years or over","Percentage","33.1",""
"2014","Latvia","Towns and suburbs","Fair","Males","16 years or over","Percentage","33.5",""
"2014","Latvia","Towns and suburbs","Fair","Females","16 years or over","Percentage","32.7",""
"2014","Latvia","Towns and suburbs","Bad","Total","16 years or over","Percentage","12.7",""
"2014","Latvia","Towns and suburbs","Bad","Males","16 years or over","Percentage","9.2",""
"2014","Latvia","Towns and suburbs","Bad","Females","16 years or over","Percentage","15.5",""
"2014","Latvia","Towns and suburbs","Very bad","Total","16 years or over","Percentage","2.9",""
"2014","Latvia","Towns and suburbs","Very bad","Males","16 years or over","Percentage","2.0",""
"2014","Latvia","Towns and suburbs","Very bad","Females","16 years or over","Percentage","3.6",""
"2014","Latvia","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","15.6",""
"2014","Latvia","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","11.2",""
"2014","Latvia","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","19.1",""
"2014","Latvia","Rural areas","Very good","Total","16 years or over","Percentage","4.1",""
"2014","Latvia","Rural areas","Very good","Males","16 years or over","Percentage","4.3",""
"2014","Latvia","Rural areas","Very good","Females","16 years or over","Percentage","4.0",""
"2014","Latvia","Rural areas","Good","Total","16 years or over","Percentage","40.3",""
"2014","Latvia","Rural areas","Good","Males","16 years or over","Percentage","43.2",""
"2014","Latvia","Rural areas","Good","Females","16 years or over","Percentage","37.8",""
"2014","Latvia","Rural areas","Very good or good","Total","16 years or over","Percentage","44.4",""
"2014","Latvia","Rural areas","Very good or good","Males","16 years or over","Percentage","47.5",""
"2014","Latvia","Rural areas","Very good or good","Females","16 years or over","Percentage","41.7",""
"2014","Latvia","Rural areas","Fair","Total","16 years or over","Percentage","37.4",""
"2014","Latvia","Rural areas","Fair","Males","16 years or over","Percentage","37.1",""
"2014","Latvia","Rural areas","Fair","Females","16 years or over","Percentage","37.6",""
"2014","Latvia","Rural areas","Bad","Total","16 years or over","Percentage","14.7",""
"2014","Latvia","Rural areas","Bad","Males","16 years or over","Percentage","13.1",""
"2014","Latvia","Rural areas","Bad","Females","16 years or over","Percentage","16.1",""
"2014","Latvia","Rural areas","Very bad","Total","16 years or over","Percentage","3.5",""
"2014","Latvia","Rural areas","Very bad","Males","16 years or over","Percentage","2.3",""
"2014","Latvia","Rural areas","Very bad","Females","16 years or over","Percentage","4.6",""
"2014","Latvia","Rural areas","Bad or very bad","Total","16 years or over","Percentage","18.2",""
"2014","Latvia","Rural areas","Bad or very bad","Males","16 years or over","Percentage","15.3",""
"2014","Latvia","Rural areas","Bad or very bad","Females","16 years or over","Percentage","20.7",""
"2014","Lithuania","Total","Very good","Total","16 years or over","Percentage","7.4",""
"2014","Lithuania","Total","Very good","Males","16 years or over","Percentage","8.7",""
"2014","Lithuania","Total","Very good","Females","16 years or over","Percentage","6.5",""
"2014","Lithuania","Total","Good","Total","16 years or over","Percentage","37.5",""
"2014","Lithuania","Total","Good","Males","16 years or over","Percentage","42.4",""
"2014","Lithuania","Total","Good","Females","16 years or over","Percentage","34.0",""
"2014","Lithuania","Total","Very good or good","Total","16 years or over","Percentage","45.0",""
"2014","Lithuania","Total","Very good or good","Males","16 years or over","Percentage","51.1",""
"2014","Lithuania","Total","Very good or good","Females","16 years or over","Percentage","40.6",""
"2014","Lithuania","Total","Fair","Total","16 years or over","Percentage","37.2",""
"2014","Lithuania","Total","Fair","Males","16 years or over","Percentage","34.6",""
"2014","Lithuania","Total","Fair","Females","16 years or over","Percentage","39.0",""
"2014","Lithuania","Total","Bad","Total","16 years or over","Percentage","14.9",""
"2014","Lithuania","Total","Bad","Males","16 years or over","Percentage","11.9",""
"2014","Lithuania","Total","Bad","Females","16 years or over","Percentage","17.1",""
"2014","Lithuania","Total","Very bad","Total","16 years or over","Percentage","2.9",""
"2014","Lithuania","Total","Very bad","Males","16 years or over","Percentage","2.4",""
"2014","Lithuania","Total","Very bad","Females","16 years or over","Percentage","3.3",""
"2014","Lithuania","Total","Bad or very bad","Total","16 years or over","Percentage","17.9",""
"2014","Lithuania","Total","Bad or very bad","Males","16 years or over","Percentage","14.3",""
"2014","Lithuania","Total","Bad or very bad","Females","16 years or over","Percentage","20.5",""
"2014","Lithuania","Cities","Very good","Total","16 years or over","Percentage","7.6",""
"2014","Lithuania","Cities","Very good","Males","16 years or over","Percentage","8.0",""
"2014","Lithuania","Cities","Very good","Females","16 years or over","Percentage","7.4",""
"2014","Lithuania","Cities","Good","Total","16 years or over","Percentage","41.2",""
"2014","Lithuania","Cities","Good","Males","16 years or over","Percentage","47.2",""
"2014","Lithuania","Cities","Good","Females","16 years or over","Percentage","37.1",""
"2014","Lithuania","Cities","Very good or good","Total","16 years or over","Percentage","48.8",""
"2014","Lithuania","Cities","Very good or good","Males","16 years or over","Percentage","55.2",""
"2014","Lithuania","Cities","Very good or good","Females","16 years or over","Percentage","44.4",""
"2014","Lithuania","Cities","Fair","Total","16 years or over","Percentage","35.8",""
"2014","Lithuania","Cities","Fair","Males","16 years or over","Percentage","33.6",""
"2014","Lithuania","Cities","Fair","Females","16 years or over","Percentage","37.4",""
"2014","Lithuania","Cities","Bad","Total","16 years or over","Percentage","13.0",""
"2014","Lithuania","Cities","Bad","Males","16 years or over","Percentage","9.2",""
"2014","Lithuania","Cities","Bad","Females","16 years or over","Percentage","15.6",""
"2014","Lithuania","Cities","Very bad","Total","16 years or over","Percentage","2.3",""
"2014","Lithuania","Cities","Very bad","Males","16 years or over","Percentage","2.0",""
"2014","Lithuania","Cities","Very bad","Females","16 years or over","Percentage","2.6",""
"2014","Lithuania","Cities","Bad or very bad","Total","16 years or over","Percentage","15.3",""
"2014","Lithuania","Cities","Bad or very bad","Males","16 years or over","Percentage","11.2",""
"2014","Lithuania","Cities","Bad or very bad","Females","16 years or over","Percentage","18.2",""
"2014","Lithuania","Towns and suburbs","Very good","Total","16 years or over","Percentage","7.0",""
"2014","Lithuania","Towns and suburbs","Very good","Males","16 years or over","Percentage","8.3",""
"2014","Lithuania","Towns and suburbs","Very good","Females","16 years or over","Percentage","6.2",""
"2014","Lithuania","Towns and suburbs","Good","Total","16 years or over","Percentage","38.7",""
"2014","Lithuania","Towns and suburbs","Good","Males","16 years or over","Percentage","41.4",""
"2014","Lithuania","Towns and suburbs","Good","Females","16 years or over","Percentage","36.8",""
"2014","Lithuania","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","45.8",""
"2014","Lithuania","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","49.7",""
"2014","Lithuania","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","43.0",""
"2014","Lithuania","Towns and suburbs","Fair","Total","16 years or over","Percentage","38.1",""
"2014","Lithuania","Towns and suburbs","Fair","Males","16 years or over","Percentage","37.9",""
"2014","Lithuania","Towns and suburbs","Fair","Females","16 years or over","Percentage","38.2",""
"2014","Lithuania","Towns and suburbs","Bad","Total","16 years or over","Percentage","13.9",""
"2014","Lithuania","Towns and suburbs","Bad","Males","16 years or over","Percentage","11.1",""
"2014","Lithuania","Towns and suburbs","Bad","Females","16 years or over","Percentage","15.9",""
"2014","Lithuania","Towns and suburbs","Very bad","Total","16 years or over","Percentage","2.3",""
"2014","Lithuania","Towns and suburbs","Very bad","Males","16 years or over","Percentage","1.3",""
"2014","Lithuania","Towns and suburbs","Very bad","Females","16 years or over","Percentage","2.9",""
"2014","Lithuania","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","16.2",""
"2014","Lithuania","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","12.4",""
"2014","Lithuania","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","18.8",""
"2014","Lithuania","Rural areas","Very good","Total","16 years or over","Percentage","7.3",""
"2014","Lithuania","Rural areas","Very good","Males","16 years or over","Percentage","9.4",""
"2014","Lithuania","Rural areas","Very good","Females","16 years or over","Percentage","5.8",""
"2014","Lithuania","Rural areas","Good","Total","16 years or over","Percentage","34.0",""
"2014","Lithuania","Rural areas","Good","Males","16 years or over","Percentage","38.5",""
"2014","Lithuania","Rural areas","Good","Females","16 years or over","Percentage","30.6",""
"2014","Lithuania","Rural areas","Very good or good","Total","16 years or over","Percentage","41.3",""
"2014","Lithuania","Rural areas","Very good or good","Males","16 years or over","Percentage","47.9",""
"2014","Lithuania","Rural areas","Very good or good","Females","16 years or over","Percentage","36.4",""
"2014","Lithuania","Rural areas","Fair","Total","16 years or over","Percentage","38.1",""
"2014","Lithuania","Rural areas","Fair","Males","16 years or over","Percentage","34.7",""
"2014","Lithuania","Rural areas","Fair","Females","16 years or over","Percentage","40.7",""
"2014","Lithuania","Rural areas","Bad","Total","16 years or over","Percentage","16.9",""
"2014","Lithuania","Rural areas","Bad","Males","16 years or over","Percentage","14.3",""
"2014","Lithuania","Rural areas","Bad","Females","16 years or over","Percentage","18.9",""
"2014","Lithuania","Rural areas","Very bad","Total","16 years or over","Percentage","3.6",""
"2014","Lithuania","Rural areas","Very bad","Males","16 years or over","Percentage","3.1",""
"2014","Lithuania","Rural areas","Very bad","Females","16 years or over","Percentage","4.0",""
"2014","Lithuania","Rural areas","Bad or very bad","Total","16 years or over","Percentage","20.6",""
"2014","Lithuania","Rural areas","Bad or very bad","Males","16 years or over","Percentage","17.3",""
"2014","Lithuania","Rural areas","Bad or very bad","Females","16 years or over","Percentage","23.0",""
"2014","Luxembourg","Total","Very good","Total","16 years or over","Percentage","25.4",""
"2014","Luxembourg","Total","Very good","Males","16 years or over","Percentage","27.3",""
"2014","Luxembourg","Total","Very good","Females","16 years or over","Percentage","23.4",""
"2014","Luxembourg","Total","Good","Total","16 years or over","Percentage","47.5",""
"2014","Luxembourg","Total","Good","Males","16 years or over","Percentage","47.3",""
"2014","Luxembourg","Total","Good","Females","16 years or over","Percentage","47.8",""
"2014","Luxembourg","Total","Very good or good","Total","16 years or over","Percentage","72.9",""
"2014","Luxembourg","Total","Very good or good","Males","16 years or over","Percentage","74.6",""
"2014","Luxembourg","Total","Very good or good","Females","16 years or over","Percentage","71.2",""
"2014","Luxembourg","Total","Fair","Total","16 years or over","Percentage","18.8",""
"2014","Luxembourg","Total","Fair","Males","16 years or over","Percentage","17.8",""
"2014","Luxembourg","Total","Fair","Females","16 years or over","Percentage","19.8",""
"2014","Luxembourg","Total","Bad","Total","16 years or over","Percentage","7.0",""
"2014","Luxembourg","Total","Bad","Males","16 years or over","Percentage","6.6",""
"2014","Luxembourg","Total","Bad","Females","16 years or over","Percentage","7.4",""
"2014","Luxembourg","Total","Very bad","Total","16 years or over","Percentage","1.2",""
"2014","Luxembourg","Total","Very bad","Males","16 years or over","Percentage","0.9",""
"2014","Luxembourg","Total","Very bad","Females","16 years or over","Percentage","1.5",""
"2014","Luxembourg","Total","Bad or very bad","Total","16 years or over","Percentage","8.3",""
"2014","Luxembourg","Total","Bad or very bad","Males","16 years or over","Percentage","7.5",""
"2014","Luxembourg","Total","Bad or very bad","Females","16 years or over","Percentage","9.0",""
"2014","Luxembourg","Cities","Very good","Total","16 years or over","Percentage","29.2",""
"2014","Luxembourg","Cities","Very good","Males","16 years or over","Percentage","30.1",""
"2014","Luxembourg","Cities","Very good","Females","16 years or over","Percentage","28.2",""
"2014","Luxembourg","Cities","Good","Total","16 years or over","Percentage","44.0",""
"2014","Luxembourg","Cities","Good","Males","16 years or over","Percentage","47.4",""
"2014","Luxembourg","Cities","Good","Females","16 years or over","Percentage","40.6",""
"2014","Luxembourg","Cities","Very good or good","Total","16 years or over","Percentage","73.1",""
"2014","Luxembourg","Cities","Very good or good","Males","16 years or over","Percentage","77.5",""
"2014","Luxembourg","Cities","Very good or good","Females","16 years or over","Percentage","68.9",""
"2014","Luxembourg","Cities","Fair","Total","16 years or over","Percentage","17.7",""
"2014","Luxembourg","Cities","Fair","Males","16 years or over","Percentage","14.8",""
"2014","Luxembourg","Cities","Fair","Females","16 years or over","Percentage","20.5",""
"2014","Luxembourg","Cities","Bad","Total","16 years or over","Percentage","8.6",""
"2014","Luxembourg","Cities","Bad","Males","16 years or over","Percentage","7.2",""
"2014","Luxembourg","Cities","Bad","Females","16 years or over","Percentage","10.1",""
"2014","Luxembourg","Cities","Very bad","Total","16 years or over","Percentage","0.6",""
"2014","Luxembourg","Cities","Very bad","Males","16 years or over","Percentage","0.6",""
"2014","Luxembourg","Cities","Very bad","Females","16 years or over","Percentage","0.5",""
"2014","Luxembourg","Cities","Bad or very bad","Total","16 years or over","Percentage","9.2",""
"2014","Luxembourg","Cities","Bad or very bad","Males","16 years or over","Percentage","7.8",""
"2014","Luxembourg","Cities","Bad or very bad","Females","16 years or over","Percentage","10.6",""
"2014","Luxembourg","Towns and suburbs","Very good","Total","16 years or over","Percentage","25.7",""
"2014","Luxembourg","Towns and suburbs","Very good","Males","16 years or over","Percentage","28.6",""
"2014","Luxembourg","Towns and suburbs","Very good","Females","16 years or over","Percentage","23.0",""
"2014","Luxembourg","Towns and suburbs","Good","Total","16 years or over","Percentage","44.1",""
"2014","Luxembourg","Towns and suburbs","Good","Males","16 years or over","Percentage","42.6",""
"2014","Luxembourg","Towns and suburbs","Good","Females","16 years or over","Percentage","45.6",""
"2014","Luxembourg","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","69.9",""
"2014","Luxembourg","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","71.2",""
"2014","Luxembourg","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","68.6",""
"2014","Luxembourg","Towns and suburbs","Fair","Total","16 years or over","Percentage","21.1",""
"2014","Luxembourg","Towns and suburbs","Fair","Males","16 years or over","Percentage","20.7",""
"2014","Luxembourg","Towns and suburbs","Fair","Females","16 years or over","Percentage","21.5",""
"2014","Luxembourg","Towns and suburbs","Bad","Total","16 years or over","Percentage","7.5",""
"2014","Luxembourg","Towns and suburbs","Bad","Males","16 years or over","Percentage","7.3",""
"2014","Luxembourg","Towns and suburbs","Bad","Females","16 years or over","Percentage","7.8",""
"2014","Luxembourg","Towns and suburbs","Very bad","Total","16 years or over","Percentage","1.5",""
"2014","Luxembourg","Towns and suburbs","Very bad","Males","16 years or over","Percentage","0.8",""
"2014","Luxembourg","Towns and suburbs","Very bad","Females","16 years or over","Percentage","2.2",""
"2014","Luxembourg","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","9.0",""
"2014","Luxembourg","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","8.1",""
"2014","Luxembourg","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","9.9",""
"2014","Luxembourg","Rural areas","Very good","Total","16 years or over","Percentage","24.0",""
"2014","Luxembourg","Rural areas","Very good","Males","16 years or over","Percentage","25.6",""
"2014","Luxembourg","Rural areas","Very good","Females","16 years or over","Percentage","22.3",""
"2014","Luxembourg","Rural areas","Good","Total","16 years or over","Percentage","51.0",""
"2014","Luxembourg","Rural areas","Good","Males","16 years or over","Percentage","50.5",""
"2014","Luxembourg","Rural areas","Good","Females","16 years or over","Percentage","51.6",""
"2014","Luxembourg","Rural areas","Very good or good","Total","16 years or over","Percentage","75.0",""
"2014","Luxembourg","Rural areas","Very good or good","Males","16 years or over","Percentage","76.2",""
"2014","Luxembourg","Rural areas","Very good or good","Females","16 years or over","Percentage","73.9",""
"2014","Luxembourg","Rural areas","Fair","Total","16 years or over","Percentage","17.5",""
"2014","Luxembourg","Rural areas","Fair","Males","16 years or over","Percentage","16.8",""
"2014","Luxembourg","Rural areas","Fair","Females","16 years or over","Percentage","18.3",""
"2014","Luxembourg","Rural areas","Bad","Total","16 years or over","Percentage","6.2",""
"2014","Luxembourg","Rural areas","Bad","Males","16 years or over","Percentage","6.0",""
"2014","Luxembourg","Rural areas","Bad","Females","16 years or over","Percentage","6.4",""
"2014","Luxembourg","Rural areas","Very bad","Total","16 years or over","Percentage","1.2",""
"2014","Luxembourg","Rural areas","Very bad","Males","16 years or over","Percentage","1.0",""
"2014","Luxembourg","Rural areas","Very bad","Females","16 years or over","Percentage","1.4",""
"2014","Luxembourg","Rural areas","Bad or very bad","Total","16 years or over","Percentage","7.4",""
"2014","Luxembourg","Rural areas","Bad or very bad","Males","16 years or over","Percentage","7.0",""
"2014","Luxembourg","Rural areas","Bad or very bad","Females","16 years or over","Percentage","7.8",""
"2014","Hungary","Total","Very good","Total","16 years or over","Percentage","18.1",""
"2014","Hungary","Total","Very good","Males","16 years or over","Percentage","20.5",""
"2014","Hungary","Total","Very good","Females","16 years or over","Percentage","15.9",""
"2014","Hungary","Total","Good","Total","16 years or over","Percentage","38.9",""
"2014","Hungary","Total","Good","Males","16 years or over","Percentage","40.4",""
"2014","Hungary","Total","Good","Females","16 years or over","Percentage","37.6",""
"2014","Hungary","Total","Very good or good","Total","16 years or over","Percentage","57.0",""
"2014","Hungary","Total","Very good or good","Males","16 years or over","Percentage","61.0",""
"2014","Hungary","Total","Very good or good","Females","16 years or over","Percentage","53.5",""
"2014","Hungary","Total","Fair","Total","16 years or over","Percentage","27.3",""
"2014","Hungary","Total","Fair","Males","16 years or over","Percentage","26.2",""
"2014","Hungary","Total","Fair","Females","16 years or over","Percentage","28.2",""
"2014","Hungary","Total","Bad","Total","16 years or over","Percentage","12.3",""
"2014","Hungary","Total","Bad","Males","16 years or over","Percentage","10.0",""
"2014","Hungary","Total","Bad","Females","16 years or over","Percentage","14.4",""
"2014","Hungary","Total","Very bad","Total","16 years or over","Percentage","3.4",""
"2014","Hungary","Total","Very bad","Males","16 years or over","Percentage","2.9",""
"2014","Hungary","Total","Very bad","Females","16 years or over","Percentage","3.9",""
"2014","Hungary","Total","Bad or very bad","Total","16 years or over","Percentage","15.7",""
"2014","Hungary","Total","Bad or very bad","Males","16 years or over","Percentage","12.9",""
"2014","Hungary","Total","Bad or very bad","Females","16 years or over","Percentage","18.2",""
"2014","Hungary","Cities","Very good","Total","16 years or over","Percentage","20.8",""
"2014","Hungary","Cities","Very good","Males","16 years or over","Percentage","23.2",""
"2014","Hungary","Cities","Very good","Females","16 years or over","Percentage","18.7",""
"2014","Hungary","Cities","Good","Total","16 years or over","Percentage","40.4",""
"2014","Hungary","Cities","Good","Males","16 years or over","Percentage","41.7",""
"2014","Hungary","Cities","Good","Females","16 years or over","Percentage","39.4",""
"2014","Hungary","Cities","Very good or good","Total","16 years or over","Percentage","61.2",""
"2014","Hungary","Cities","Very good or good","Males","16 years or over","Percentage","64.9",""
"2014","Hungary","Cities","Very good or good","Females","16 years or over","Percentage","58.2",""
"2014","Hungary","Cities","Fair","Total","16 years or over","Percentage","26.1",""
"2014","Hungary","Cities","Fair","Males","16 years or over","Percentage","26.5",""
"2014","Hungary","Cities","Fair","Females","16 years or over","Percentage","25.7",""
"2014","Hungary","Cities","Bad","Total","16 years or over","Percentage","10.3",""
"2014","Hungary","Cities","Bad","Males","16 years or over","Percentage","7.0",""
"2014","Hungary","Cities","Bad","Females","16 years or over","Percentage","13.1",""
"2014","Hungary","Cities","Very bad","Total","16 years or over","Percentage","2.4",""
"2014","Hungary","Cities","Very bad","Males","16 years or over","Percentage","1.7",""
"2014","Hungary","Cities","Very bad","Females","16 years or over","Percentage","3.1",""
"2014","Hungary","Cities","Bad or very bad","Total","16 years or over","Percentage","12.7",""
"2014","Hungary","Cities","Bad or very bad","Males","16 years or over","Percentage","8.6",""
"2014","Hungary","Cities","Bad or very bad","Females","16 years or over","Percentage","16.1",""
"2014","Hungary","Towns and suburbs","Very good","Total","16 years or over","Percentage","18.3",""
"2014","Hungary","Towns and suburbs","Very good","Males","16 years or over","Percentage","20.9",""
"2014","Hungary","Towns and suburbs","Very good","Females","16 years or over","Percentage","16.0",""
"2014","Hungary","Towns and suburbs","Good","Total","16 years or over","Percentage","40.0",""
"2014","Hungary","Towns and suburbs","Good","Males","16 years or over","Percentage","40.8",""
"2014","Hungary","Towns and suburbs","Good","Females","16 years or over","Percentage","39.3",""
"2014","Hungary","Towns and suburbs","Very good or good","Total","16 years or over","Percentage","58.3",""
"2014","Hungary","Towns and suburbs","Very good or good","Males","16 years or over","Percentage","61.8",""
"2014","Hungary","Towns and suburbs","Very good or good","Females","16 years or over","Percentage","55.4",""
"2014","Hungary","Towns and suburbs","Fair","Total","16 years or over","Percentage","26.5",""
"2014","Hungary","Towns and suburbs","Fair","Males","16 years or over","Percentage","25.2",""
"2014","Hungary","Towns and suburbs","Fair","Females","16 years or over","Percentage","27.6",""
"2014","Hungary","Towns and suburbs","Bad","Total","16 years or over","Percentage","11.7",""
"2014","Hungary","Towns and suburbs","Bad","Males","16 years or over","Percentage","10.4",""
"2014","Hungary","Towns and suburbs","Bad","Females","16 years or over","Percentage","12.9",""
"2014","Hungary","Towns and suburbs","Very bad","Total","16 years or over","Percentage","3.5",""
"2014","Hungary","Towns and suburbs","Very bad","Males","16 years or over","Percentage","2.6",""
"2014","Hungary","Towns and suburbs","Very bad","Females","16 years or over","Percentage","4.2",""
"2014","Hungary","Towns and suburbs","Bad or very bad","Total","16 years or over","Percentage","15.2",""
"2014","Hungary","Towns and suburbs","Bad or very bad","Males","16 years or over","Percentage","13.0",""
"2014","Hungary","Towns and suburbs","Bad or very bad","Females","16 years or over","Percentage","17.1",""
"2014","Hungary","Rural areas","Very good","Total","16 years or over","Percentage","15.9",""
"2014","Hungary","Rural areas","Very good","Males","16 years or over","Percentage","18.3",""
"2014","Hungary","Rural areas","Very good","Females","16 years or over","Percentage","13.5",""
"2014","Hungary","Rural areas","Good","Total","16 years or over","Percentage","36.9",""
"2014","Hungary","Rural areas","Good","Males","16 years or over","Percentage","39.2",""
"2014","Hungary","Rural areas","Good","Females","16 years or over","Percentage","34.7",""
"2014","Hungary","Rural areas","Very good or good","Total","16 years or over","Percentage","52.7",""
"2014","Hungary","Rural areas","Very good or good","Males","16 years or over","Percentage","57.5",""
"2014","Hungary","Rural areas","Very good or good","Females","16 years or over","Percentage","48.2",""
"2014","Hungary","Rural areas","Fair","Total","16 years or over","Percentage","28.9",""
"2014","Hungary","Rural areas","Fair","Males","16 years or over","Percentage","26.7",""
"2014","Hungary","Rural areas","Fair","Females","16 years or over","Percentage","30.9",""
"2014","Hungary","Rural areas","Bad","Total","16 years or over","Percentage","14.3",""
"2014","Hungary","Rural areas","Bad","Males","16 years or over","Percentage","11.8",""
"2014","Hungary","Rural areas","Bad","Females","16 years or over","Percentage","16.7",""
"2014","Hungary","Rural areas","Very bad","Total","16 years or over","Percentage","4.1",""
"2014","Hungary","Rural areas","Very bad","Males","16 years or over","Percentage","4.0",""
"2014","Hungary","Rural areas","Very bad","Females","16 years or over","Percentage","4.2",""
"2014","Hungary","Rural areas","Bad or very bad","Total","16 years or over","Percentage","18.4",""
"2014","Hungary","Rural areas","Bad or very bad","Males","16 years or over","Percentage","15.7",""
"2014","Hungary","Rural areas","Bad or very bad","Females","16 years or over","Percentage","20.9",""
"2014","Malta","Total","Very good","Total","16 years or over","Percentage","20.2",""
"2014","Malta","Total","Very good","Males","16 years or over","Percentage","21.4",""
"2014","Malta","Total","Very good","Females","16 years or over","Percentage","19.0",""
"2014","Malta","Total","Good","Total","16 years or over","Percentage","54.8",""
"2014","Malta","Total","Good","Males","16 years or over","Percentage","55.3",""
"2014","Malta","Total","Good","Females","16 years or over","Percentage","54.3",""
"2014","Malta","Total","Very good or good","Total","16 years or over","Percentage","75.0",""
"2014","Malta","Total","Very good or good","Males","16 years or over","Percentage","76.7",""
"2014","Malta","Total","Very good or good","Females","16 years or over","Percentage","73.3",""
"2014","Malta","Total","Fair","Total","16 years or over","Percentage","21.7",""
"2014","Malta","Total","Fair","Males","16 years or over","Percentage","20.1",""
"2014","Malta","Total","Fair","Females","16 years or over","Percentage","23.2",""
"2014","Malta","Total","Bad","Total","16 years or over","Percentage","3.0",""
"2014","Malta","Total","Bad","Males","16 years or over","Percentage","2.9",""
"2014","Malta","Total","Bad","Females","16 years or over","Percentage","3.2",""
"2014","Malta","Total","Very bad","Total","16 years or over","Percentage","0.3",""
"2014","Malta","Total","Very bad","Males","16 years or over","Percentage","0.3",""
"2014","Malta","Total","Very bad","Females","16 years or over","Percentage","0.3",""
"2014","Malta","Total","Bad or very bad","Total","16 years or over","Percentage","3.3",""
"2014","Malta","Total","Bad or very bad","Males","16 years or over","Percentage","3.2",""
"2014","Malta","Total","Bad or very bad","Females","16 years or over","Percentage","3.5",""
"2014","Malta","Cities","Very good","Total","16 years or over","Percentage","20.1",""
"2014","Malta","Cities","Very good","Males","16 years or over","Percentage","21.2",""
"2014","Malta","Cities","Very good","Females","16 years or over","Percentage","18.9",""
"2014","Malta","Cities","Good","Total","16 years or over","Percentage","55.1",""
"2014","Malta","Cities","Good","Males","16 years or over","Percentage","55.5",""
"2014","Malta","Cities","Good","Females","16 years or over","Percentage","54.7",""
"2014","Malta","Cities","Very good or good","Total","16 years or over","Percentage","75.2",""
"2014","Malta","Cities","Very good or good","Males","16 years or over","Percentage","76.7",""
"2014","Malta","Cities","Very good or good","Females","16 years or over","Percentage","73.6",""
"2014","Malta","Cities","Fair","Total","16 years or over","Percentage","21.5",""
"2014","Malta","Cities","Fair","Males","16 years or over","Percentage","19.9",""
"2014","Malta","Cities","Fair","Females","16 years or over","Percentage","23.0",""
"2014","Malta","Cities","Bad","Total","16 years or over","Percentage","3.1",""
"2014","Malta","Cities","Bad","Males","16 years or over","Percentage","3.0",""
"2014","Malta","Cities","Bad","Females","16 years or over","Percentage","3.1",""
"2014","Malta","Cities","Very bad","Total","16 years or over","Percentage","0.3",""
"2014","Malta","Cities","Very bad","Males","16 years or over","Percentage","0.3",""
"2014","Malta","Cities","Very bad","Females","16 years or over","Percentage","0.3",""
"2014","Malta","Cities","Bad or very bad","Total","16 years or over","Percentage","3.4",""
"2014","Malta","Cities","Bad or very bad","Males","16 years or over","Percentage","3.3",""
"2014","Malta","Cities","Bad or very bad","Females","16 years or over","Percentage","3.4",""
"2014","Malta","Towns and suburbs","Very good","Total","16 years or over","Percentage","21.5",""
"2014","Malta","Towns and suburbs","Very good","Males","16 years or over","Percentage","23.0",""
