"TIME","GEO","ISCED11","AGE","SEX","LEVELS","UNIT","Value","Flag and Footnotes"
"2014","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.4",""
"2014","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2014","Euro area - 18 countries (2014)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.2",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","30.4",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.6",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.0",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.8",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.5",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2014","Belgium","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.2",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.3",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.7",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","66.0",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.9",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.2",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2014","Bulgaria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.1",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.0",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.8",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","60.8",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.6",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.5",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.0",""
"2014","Czechia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.5",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.8",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.6",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.5",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.2",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.7",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2014","Denmark","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","7.4",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.2",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.0",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","65.2",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","26.8",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.7",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.4",""
"2014","Germany (until 1990 former territory of the FRG)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.0",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","10.6",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.3",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","51.9",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","31.7",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","13.7",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.7",""
"2014","Estonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","16.4",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","43.2",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","39.6",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","82.8",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","13.4",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","2.9",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.9",""
"2014","Ireland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","3.8",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","44.8",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","28.8",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","73.6",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","15.7",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.8",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2014","Greece","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","10.7",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.3",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","55.6",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.8",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","19.0",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.3",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2014","Spain","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.2",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.6",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.7",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.3",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.4",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.1",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2014","France","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.3",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","24.8",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","33.3",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","58.1",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.0",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","16.0",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.8",""
"2014","Croatia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","19.8",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","14.4",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","53.6",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","68.0",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.0",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.2",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.7",""
"2014","Italy","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.0",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","45.3",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","32.4",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.7",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.9",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.5",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.0",""
"2014","Cyprus","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.5",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","4.6",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","41.3",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","45.9",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","37.1",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","13.6",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.5",""
"2014","Latvia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","17.1",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","7.4",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.5",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","45.0",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","37.2",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","14.9",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.9",""
"2014","Lithuania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","17.9",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","25.3",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.5",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","72.8",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","18.9",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.2",""
"2014","Luxembourg","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.3",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","18.1",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","38.9",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","57.0",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","27.3",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.3",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.4",""
"2014","Hungary","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.7",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.2",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","54.8",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","75.0",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.7",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.0",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.3",""
"2014","Malta","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","3.3",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","23.2",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","54.1",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","77.3",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","17.4",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.8",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.5",""
"2014","Netherlands","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","5.4",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.8",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.8",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.6",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.6",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","6.9",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2014","Austria","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.9",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","17.3",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","40.9",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","58.3",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","28.1",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","11.3",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.3",""
"2014","Poland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","13.7",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","8.2",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","37.8",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","46.0",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","35.7",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","13.4",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","4.9",""
"2014","Portugal","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","18.3",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.9",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","42.3",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.2",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","21.5",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.6",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2014","Romania","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.3",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.2",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","43.7",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","64.8",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","24.2",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","9.0",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.0",""
"2014","Slovenia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","11.0",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.5",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","44.2",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","64.7",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","22.7",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.3",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","2.3",""
"2014","Slovakia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.6",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.3",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","48.0",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","69.3",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","24.3",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.4",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.0",""
"2014","Finland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.4",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.3",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","47.4",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.7",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","16.7",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.6",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.0",""
"2014","Sweden","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.6",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","31.9",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","38.3",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","70.2",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.9",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2014","United Kingdom","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.9",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","40.2",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","36.0",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","76.2",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","17.5",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","4.5",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.8",""
"2014","Iceland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.3",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","32.4",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.0",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.4",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","14.7",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","5.9",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.0",""
"2014","Norway","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","6.9",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","32.8",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.6",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.4",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","17.2",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","3.6",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","0.8",""
"2014","Switzerland","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","4.4",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","40.6",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","30.7",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","71.4",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","13.6",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","12.1",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.0",""
"2014","Montenegro","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","15.1",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","29.3",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","49.4",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","78.7",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","12.6",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.0",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.7",""
"2014","North Macedonia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","8.7",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","26.1",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","31.3",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","57.4",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.7",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","15.8",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","3.1",""
"2014","Serbia","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","18.9",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","9.7",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","57.8",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.5",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","20.5",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","10.6",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.4",""
"2014","Turkey","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","12.0",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.2",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.8",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.0",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.4",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.7",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.6",""
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","20.2","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","46.5","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","66.7","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.5","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.9","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9","e"
"2015","European Union - 27 countries (from 2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.7","e"
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.2",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.8",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.0",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.4",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.7",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2015","European Union - 28 countries (2013-2020)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.6",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","21.2",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Good","Percentage","45.9",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very good or good","Percentage","67.1",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Fair","Percentage","23.4",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad","Percentage","7.7",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Very bad","Percentage","1.9",""
"2015","European Union - 27 countries (2007-2013)","All ISCED 2011 levels ","16 years or over","Total","Bad or very bad","Percentage","9.5",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All ISCED 2011 levels ","16 years or over","Total","Very good","Percentage","19.9","e"
